Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"DB106.DBX5.5","DB106.DBX12.5",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX5.6","DB106.DBX12.6",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX5.7","DB106.DBX12.7",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.0","DB106.DBX15.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.1","DB106.DBX15.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.2","DB106.DBX15.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.3","DB106.DBX15.3",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.4","DB106.DBX15.4",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.5","DB106.DBX15.5",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.6","DB106.DBX15.6",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX6.7","DB106.DBX15.7",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.0","DB106.DBX14.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.1","DB106.DBX14.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.2","DB106.DBX14.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.3","DB106.DBX14.3",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.4","DB106.DBX14.4",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.5","DB106.DBX14.5",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.6","DB106.DBX14.6",Boolean,1,R/W,100,,,,,,,,,,"",
"DB106.DBX7.7","DB106.DBX14.7",Boolean,1,R/W,100,,,,,,,,,,"",
"Parameter.X轴平移伺服初始位","DB172.DBD154",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.X轴平移伺服速度","DB172.DBD162",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.X轴平移伺服装配位","DB172.DBD158",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.Y轴平移伺服初始位","DB172.DBD138",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.Y轴平移伺服速度","DB172.DBD146",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.Y轴平移伺服装配位","DB172.DBD142",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.Z轴平移伺服初始位","DB172.DBD170",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.Z轴平移伺服速度","DB172.DBD178",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.Z轴平移伺服装配位","DB172.DBD174",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.Z轴伺服升降到位的力","DB172.DBD274",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.定心机构初始位","DB172.DBD122",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.定心机构定心位","DB172.DBD126",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.定心机构速度","DB172.DBD130",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.辅助支撑定位位置","DB172.DBD234",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.螺栓间隔角度","DB172.DBD270",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.螺栓拧紧个数","DB172.DBW30",Word,1,R/W,100,,,,,,,,,,"",
"Parameter.拧紧升降变频速度","DB172.DBW36",Word,1,R/W,100,,,,,,,,,,"",
"Parameter.拧紧升降变频退回安全位置","DB172.DBD110",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.拧紧升降变频最终位置","DB172.DBD114",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.拧紧轴1程序号","DB172.DBW32",Word,1,R/W,100,,,,,,,,,,"",
"Parameter.拧紧轴2程序号","DB172.DBW34",Word,1,R/W,100,,,,,,,,,,"",
"Parameter.配方号","DB172.DBW0",Word,1,R/W,100,,,,,,,,,,"",
"Parameter.配方名称","DB172.DBB4.20",String,1,R/W,100,,,,,,,,,,"",
"Parameter.平移伺服1初始位","DB172.DBD186",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.平移伺服1速度","DB172.DBD194",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.平移伺服1最终位","DB172.DBD190",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.平移伺服2初始位","DB172.DBD202",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.平移伺服2速度","DB172.DBD210",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.平移伺服2最终位","DB172.DBD206",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.旋转伺服初始位","DB172.DBD218",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.旋转伺服速度","DB172.DBD226",Float,1,R/W,100,,,,,,,,,,"",
"Parameter.旋转伺服最终位","DB172.DBD222",Float,1,R/W,100,,,,,,,,,,"",
